rental_id,rental_date,return_date,rental_days,customer_id,customer_name,store_id,store_location,film_id,film_title,category_id,category_name,payment_id,payment_date,payment_amount
6454,"2005-07-12 01:00:12","2005-07-16 22:12:12",4,446,"THEODORE CULP",2,"Woodridge, Australia",877,"TAXI KICK",12,Music,12037,"2005-07-12 01:00:12",0.99
6455,"2005-07-12 01:01:58","2005-07-16 02:42:58",4,277,"OLGA JIMENEZ",1,"Lethbridge, Canada",928,"UPTOWN YOUNG",3,Children,7509,"2005-07-12 01:01:58",2.99
6456,"2005-07-12 01:05:11","2005-07-20 23:26:11",8,387,"JESSE SCHILLING",2,"Woodridge, Australia",57,"BASIC EASY",16,Travel,10484,"2005-07-12 01:05:11",6.99
6457,"2005-07-12 01:06:35","2005-07-14 03:27:35",2,64,"JUDITH COX",1,"Lethbridge, Canada",651,"PACKER MADIGAN",2,Animation,1748,"2005-07-12 01:06:35",0.99
6458,"2005-07-12 01:08:52","2005-07-16 20:22:52",4,138,"HAZEL WARREN",2,"Woodridge, Australia",616,"NATIONAL STORY",6,Documentary,3729,"2005-07-12 01:08:52",2.99
6459,"2005-07-12 01:12:03","2005-07-15 23:48:03",3,557,"FELIX GAFFNEY",1,"Lethbridge, Canada",877,"TAXI KICK",12,Music,14918,"2005-07-12 01:12:03",0.99
6460,"2005-07-12 01:13:44","2005-07-17 04:51:44",5,371,"BILLY POULIN",1,"Lethbridge, Canada",525,"LOATHING LEGALLY",4,Classics,10037,"2005-07-12 01:13:44",1.99
6461,"2005-07-12 01:14:03","2005-07-19 21:12:03",7,135,"JUANITA MASON",1,"Lethbridge, Canada",391,"HALF OUTFIELD",8,Family,3645,"2005-07-12 01:14:03",3.99
6462,"2005-07-12 01:15:24","2005-07-19 05:11:24",7,414,"VINCENT RALSTON",2,"Woodridge, Australia",989,"WORKING MICROCOSMOS",16,Travel,11198,"2005-07-12 01:15:24",7.99
6463,"2005-07-12 01:16:11","2005-07-13 01:37:11",1,391,"CLARENCE GAMEZ",1,"Lethbridge, Canada",644,"OSCAR GOLD",2,Animation,10604,"2005-07-12 01:16:11",2.99
6464,"2005-07-12 01:16:40","2005-07-20 00:53:40",8,303,"WILLIAM SATTERFIELD",1,"Lethbridge, Canada",681,"PIRATES ROXANNE",15,Sports,8227,"2005-07-12 01:16:40",4.99
6465,"2005-07-12 01:17:11","2005-07-20 00:29:11",8,207,"GERTRUDE CASTILLO",1,"Lethbridge, Canada",445,"HYDE DOCTOR",4,Classics,5612,"2005-07-12 01:17:11",5.99
6466,"2005-07-12 01:21:03","2005-07-14 04:05:03",2,235,"JACKIE LYNCH",1,"Lethbridge, Canada",739,"ROCKY WAR",7,Drama,6330,"2005-07-12 01:21:03",4.99
6467,"2005-07-12 01:22:03","2005-07-20 04:37:03",8,457,"BILL GAVIN",2,"Woodridge, Australia",448,"IDAHO LOVE",13,New,12342,"2005-07-12 01:22:03",7.99
6468,"2005-07-12 01:27:09","2005-07-20 00:37:09",8,541,"DARREN WINDHAM",1,"Lethbridge, Canada",995,"YENTL IDAHO",11,Horror,14559,"2005-07-12 01:27:09",7.99
6469,"2005-07-12 01:29:27","2005-07-16 20:22:27",4,147,"JOANNE ROBERTSON",2,"Woodridge, Australia",838,"STAGECOACH ARMAGEDDON",1,Action,3991,"2005-07-12 01:29:27",4.99
6470,"2005-07-12 01:29:41","2005-07-15 21:33:41",3,240,"MARLENE WELCH",2,"Woodridge, Australia",366,"GOLDFINGER SENSIBILITY",7,Drama,6484,"2005-07-12 01:29:41",0.99
6471,"2005-07-12 01:31:06","2005-07-13 05:26:06",1,397,"JIMMY SCHRADER",2,"Woodridge, Australia",487,"JINGLE SAGEBRUSH",4,Classics,10750,"2005-07-12 01:31:06",4.99
6472,"2005-07-12 01:33:25","2005-07-15 20:26:25",3,183,"IDA ANDREWS",2,"Woodridge, Australia",827,"SPICE SORORITY",7,Drama,4984,"2005-07-12 01:33:25",4.99
6473,"2005-07-12 01:35:40","2005-07-20 20:11:40",8,594,"EDUARDO HIATT",1,"Lethbridge, Canada",116,"CANDIDATE PERDITION",4,Classics,15915,"2005-07-12 01:35:40",6.99
6474,"2005-07-12 01:36:46","2005-07-16 07:24:46",4,43,"CHRISTINE ROBERTS",2,"Woodridge, Australia",69,"BEVERLY OUTLAW",14,Sci-Fi,1188,"2005-07-12 01:36:46",3.99
6475,"2005-07-12 01:36:57","2005-07-17 21:22:57",5,74,"DENISE KELLY",2,"Woodridge, Australia",443,"HURRICANE AFFAIR",5,Comedy,2004,"2005-07-12 01:36:57",2.99
6476,"2005-07-12 01:37:48","2005-07-12 20:21:48",0,28,"CYNTHIA YOUNG",2,"Woodridge, Australia",218,"DECEIVER BETRAYED",7,Drama,763,"2005-07-12 01:37:48",0.99
6477,"2005-07-12 01:38:42","2005-07-17 05:19:42",5,181,"ANA BRADLEY",1,"Lethbridge, Canada",175,"CONFUSED CANDLES",8,Family,4921,"2005-07-12 01:38:42",4.99
6478,"2005-07-12 01:41:44","2005-07-15 20:48:44",3,483,"VERNON CHAPA",2,"Woodridge, Australia",568,"MEMENTO ZOOLANDER",5,Comedy,13043,"2005-07-12 01:41:44",4.99
6479,"2005-07-12 01:49:00","2005-07-21 04:26:00",9,558,"JIMMIE EGGLESTON",1,"Lethbridge, Canada",568,"MEMENTO ZOOLANDER",5,Comedy,14948,"2005-07-12 01:49:00",9.99
6480,"2005-07-12 01:49:29","2005-07-17 01:00:29",5,309,"CHRISTOPHER GRECO",2,"Woodridge, Australia",676,"PHILADELPHIA WIFE",15,Sports,8393,"2005-07-12 01:49:29",4.99
6481,"2005-07-12 01:50:15","2005-07-20 03:03:15",8,128,"MARJORIE TUCKER",2,"Woodridge, Australia",522,"LIFE TWISTED",5,Comedy,3448,"2005-07-12 01:50:15",6.99
6482,"2005-07-12 01:50:21","2005-07-14 06:49:21",2,57,"EVELYN MORGAN",1,"Lethbridge, Canada",898,"TOURIST PELICAN",15,Sports,1577,"2005-07-12 01:50:21",4.99
6483,"2005-07-12 01:59:20","2005-07-12 22:22:20",0,263,"HILDA HOPKINS",2,"Woodridge, Australia",234,"DISTURBING SCARFACE",14,Sci-Fi,7109,"2005-07-12 01:59:20",2.99
6484,"2005-07-12 02:04:10","2005-07-17 23:18:10",5,556,"ARMANDO GRUBER",2,"Woodridge, Australia",891,"TIMBERLAND SKY",4,Classics,14902,"2005-07-12 02:04:10",2.99
6485,"2005-07-12 02:07:59","2005-07-19 22:56:59",7,319,"RONALD WEINER",2,"Woodridge, Australia",271,"EASY GLADIATOR",1,Action,8640,"2005-07-12 02:07:59",6.99
6486,"2005-07-12 02:09:36","2005-07-14 03:04:36",2,75,"TAMMY SANDERS",1,"Lethbridge, Canada",873,"SWEETHEARTS SUSPECTS",3,Children,2035,"2005-07-12 02:09:36",0.99
6487,"2005-07-12 02:17:00","2005-07-19 00:57:00",7,277,"OLGA JIMENEZ",1,"Lethbridge, Canada",871,"SWEDEN SHINING",5,Comedy,7510,"2005-07-12 02:17:00",5.99
6488,"2005-07-12 02:20:09","2005-07-20 00:53:09",8,169,"ERICA MATTHEWS",2,"Woodridge, Australia",865,"SUNRISE LEAGUE",2,Animation,4591,"2005-07-12 02:20:09",9.99
6489,"2005-07-12 02:22:46","2005-07-17 06:16:46",5,268,"NINA SOTO",2,"Woodridge, Australia",395,"HANDICAP BOONDOCK",1,Action,7260,"2005-07-12 02:22:46",1.99
6490,"2005-07-12 02:28:03","2005-07-19 03:06:03",7,548,"ALLAN CORNISH",1,"Lethbridge, Canada",486,"JET NEIGHBORS",9,Foreign,14719,"2005-07-12 02:28:03",4.99
6491,"2005-07-12 02:28:31","2005-07-21 00:38:31",9,415,"GLENN PULLEN",2,"Woodridge, Australia",615,"NASH CHOCOLAT",2,Animation,11222,"2005-07-12 02:28:31",5.99
6492,"2005-07-12 02:28:40","2005-07-17 05:58:40",5,590,"SETH HANNON",1,"Lethbridge, Canada",103,"BUCKET BROTHERHOOD",16,Travel,15805,"2005-07-12 02:28:40",4.99
6493,"2005-07-12 02:40:41","2005-07-16 04:56:41",4,184,"VIVIAN RUIZ",1,"Lethbridge, Canada",4,"AFFAIR PREJUDICE",11,Horror,5005,"2005-07-12 02:40:41",2.99
6494,"2005-07-12 02:42:51","2005-07-20 06:57:51",8,57,"EVELYN MORGAN",2,"Woodridge, Australia",249,"DRACULA CRYSTAL",4,Classics,1578,"2005-07-12 02:42:51",1.99
6495,"2005-07-12 02:57:02","2005-07-14 08:35:02",2,19,"RUTH MARTINEZ",2,"Woodridge, Australia",532,"LOSER HUSTLER",15,Sports,500,"2005-07-12 02:57:02",4.99
6496,"2005-07-12 02:57:39","2005-07-20 01:43:39",8,139,"AMBER DIXON",2,"Woodridge, Australia",776,"SECRET GROUNDHOG",6,Documentary,3764,"2005-07-12 02:57:39",6.99
6497,"2005-07-12 03:04:29","2005-07-17 21:36:29",5,222,"DELORES HANSEN",2,"Woodridge, Australia",206,"DANCING FEVER",6,Documentary,6015,"2005-07-12 03:04:29",0.99
6498,"2005-07-12 03:05:38","2005-07-19 07:12:38",7,48,"ANN EVANS",1,"Lethbridge, Canada",55,"BARBARELLA STREETCAR",14,Sci-Fi,1320,"2005-07-12 03:05:38",3.99
6499,"2005-07-12 03:11:18","2005-07-21 07:50:18",9,474,"DUSTIN GILLETTE",1,"Lethbridge, Canada",695,"PRESIDENT BANG",8,Family,12824,"2005-07-12 03:11:18",7.99
6500,"2005-07-12 03:11:23","2005-07-13 00:51:23",1,577,"CLIFTON MALCOLM",1,"Lethbridge, Canada",987,"WORDS HUNTER",12,Music,15465,"2005-07-12 03:11:23",2.99
6501,"2005-07-12 03:11:55","2005-07-16 02:08:55",4,219,"WILLIE HOWELL",1,"Lethbridge, Canada",625,"NONE SPIKING",14,Sci-Fi,5933,"2005-07-12 03:11:55",1.99
6502,"2005-07-12 03:15:45","2005-07-17 08:47:45",5,40,"AMANDA CARTER",1,"Lethbridge, Canada",358,"GILMORE BOILED",4,Classics,1105,"2005-07-12 03:15:45",0.99
6503,"2005-07-12 03:18:07","2005-07-15 00:05:07",3,120,"SYLVIA ORTIZ",1,"Lethbridge, Canada",292,"EXCITEMENT EVE",1,Action,3236,"2005-07-12 03:18:07",0.99
6504,"2005-07-12 03:19:14","2005-07-17 01:13:14",5,535,"JAVIER ELROD",1,"Lethbridge, Canada",829,"SPINAL ROCKY",8,Family,14408,"2005-07-12 03:19:14",2.99
6505,"2005-07-12 03:27:37","2005-07-17 22:42:37",5,415,"GLENN PULLEN",1,"Lethbridge, Canada",869,"SUSPECTS QUILLS",1,Action,11223,"2005-07-12 03:27:37",3.99
6506,"2005-07-12 03:28:22","2005-07-17 22:43:22",5,423,"ALFRED CASILLAS",2,"Woodridge, Australia",85,"BONNIE HOLOCAUST",6,Documentary,11432,"2005-07-12 03:28:22",1.99
6507,"2005-07-12 03:33:12","2005-07-20 03:56:12",8,118,"KIM CRUZ",2,"Woodridge, Australia",538,"LOVERBOY ATTACKS",13,New,3174,"2005-07-12 03:33:12",1.99
6508,"2005-07-12 03:34:50","2005-07-17 02:57:50",5,597,"FREDDIE DUGGAN",2,"Woodridge, Australia",322,"FLATLINERS KILLER",15,Sports,15992,"2005-07-12 03:34:50",2.99
6509,"2005-07-12 03:35:01","2005-07-13 06:50:01",1,427,"JESUS MCCARTNEY",1,"Lethbridge, Canada",540,"LUCKY FLYING",12,Music,11543,"2005-07-12 03:35:01",2.99
6510,"2005-07-12 03:35:39","2005-07-21 01:41:39",9,446,"THEODORE CULP",1,"Lethbridge, Canada",201,"CYCLONE FAMILY",9,Foreign,12038,"2005-07-12 03:35:39",4.99
6511,"2005-07-12 03:39:29","2005-07-17 01:01:29",5,322,"JASON MORRISSEY",1,"Lethbridge, Canada",298,"EYES DRIVING",14,Sci-Fi,8708,"2005-07-12 03:39:29",3.99
6512,"2005-07-12 03:42:49","2005-07-13 05:01:49",1,68,"NICOLE PETERSON",1,"Lethbridge, Canada",371,"GOSFORD DONNIE",1,Action,1855,"2005-07-12 03:42:49",4.99
6513,"2005-07-12 03:44:43","2005-07-13 05:54:43",1,393,"PHILIP CAUSEY",2,"Woodridge, Australia",586,"MOCKINGBIRD HOLLYWOOD",1,Action,10654,"2005-07-12 03:44:43",0.99
6514,"2005-07-12 03:47:44","2005-07-20 00:11:44",8,73,"BEVERLY BROOKS",1,"Lethbridge, Canada",778,"SECRETS PARADISE",8,Family,1977,"2005-07-12 03:47:44",9.99
6515,"2005-07-12 03:50:32","2005-07-15 03:54:32",3,261,"DEANNA BYRD",2,"Woodridge, Australia",154,"CLASH FREDDY",2,Animation,7056,"2005-07-12 03:50:32",2.99
6516,"2005-07-12 03:51:54","2005-07-14 03:41:54",2,291,"TONI HOLT",2,"Woodridge, Australia",190,"CREEPERS KANE",4,Classics,7881,"2005-07-12 03:51:54",4.99
6517,"2005-07-12 03:52:39","2005-07-20 08:00:39",8,387,"JESSE SCHILLING",2,"Woodridge, Australia",42,"ARTIST COLDBLOODED",15,Sports,10485,"2005-07-12 03:52:39",5.99
6518,"2005-07-12 03:59:42","2005-07-19 22:21:42",7,288,"BOBBIE CRAIG",2,"Woodridge, Australia",592,"MONSTER SPARTACUS",12,Music,7799,"2005-07-12 03:59:42",3.99
6519,"2005-07-12 04:00:36","2005-07-19 01:15:36",7,598,"WADE DELVALLE",2,"Woodridge, Australia",901,"TRACY CIDER",2,Animation,16015,"2005-07-12 04:00:36",4.99
6520,"2005-07-12 04:05:16","2005-07-15 08:26:16",3,270,"LEAH CURTIS",1,"Lethbridge, Canada",336,"FRENCH HOLIDAY",6,Documentary,7313,"2005-07-12 04:05:16",4.99
6521,"2005-07-12 04:06:11","2005-07-21 05:50:11",9,49,"JOYCE EDWARDS",1,"Lethbridge, Canada",725,"REQUIEM TYCOON",4,Classics,1343,"2005-07-12 04:06:11",7.99
6522,"2005-07-12 04:11:58","2005-07-15 08:32:58",3,142,"APRIL BURNS",1,"Lethbridge, Canada",855,"STREAK RIDGEMONT",6,Documentary,3839,"2005-07-12 04:11:58",0.99
6523,"2005-07-12 04:14:19","2005-07-17 00:38:19",5,574,"JULIAN VEST",2,"Woodridge, Australia",402,"HARPER DYING",2,Animation,15380,"2005-07-12 04:14:19",2.99
6524,"2005-07-12 04:14:35","2005-07-17 03:59:35",5,376,"RANDY GAITHER",1,"Lethbridge, Canada",321,"FLASH WARS",13,New,10185,"2005-07-12 04:14:35",6.99
6525,"2005-07-12 04:17:15","2005-07-18 23:11:15",6,103,"GLADYS HAMILTON",2,"Woodridge, Australia",308,"FERRIS MOTHER",5,Comedy,2782,"2005-07-12 04:17:15",5.99
6526,"2005-07-12 04:21:20","2005-07-18 23:45:20",6,225,"ARLENE HARVEY",2,"Woodridge, Australia",374,"GRAFFITI LOVE",14,Sci-Fi,6074,"2005-07-12 04:21:20",3.99
6527,"2005-07-12 04:23:06","2005-07-17 00:20:06",5,65,"ROSE HOWARD",1,"Lethbridge, Canada",118,"CANYON STOCK",2,Animation,1775,"2005-07-12 04:23:06",0.99
6528,"2005-07-12 04:29:44","2005-07-18 02:39:44",6,598,"WADE DELVALLE",2,"Woodridge, Australia",837,"STAGE WORLD",5,Comedy,16016,"2005-07-12 04:29:44",4.99
6529,"2005-07-12 04:31:04","2005-07-17 07:09:04",5,503,"ANGEL BARCLAY",2,"Woodridge, Australia",235,"DIVIDE MONSTER",14,Sci-Fi,13557,"2005-07-12 04:31:04",2.99
6530,"2005-07-12 04:33:19","2005-07-15 08:26:19",3,75,"TAMMY SANDERS",2,"Woodridge, Australia",747,"ROXANNE REBEL",10,Games,2036,"2005-07-12 04:33:19",0.99
6531,"2005-07-12 04:35:24","2005-07-16 05:37:24",4,510,"BEN EASTER",1,"Lethbridge, Canada",920,"UNBREAKABLE KARATE",13,New,13745,"2005-07-12 04:35:24",1.99
6532,"2005-07-12 04:38:32","2005-07-13 03:54:32",1,225,"ARLENE HARVEY",1,"Lethbridge, Canada",514,"LEBOWSKI SOLDIERS",7,Drama,6075,"2005-07-12 04:38:32",2.99
6533,"2005-07-12 04:39:38","2005-07-18 05:29:38",6,366,"BRANDON HUEY",2,"Woodridge, Australia",843,"STEEL SANTA",4,Classics,9891,"2005-07-12 04:39:38",6.99
6534,"2005-07-12 04:39:43","2005-07-16 06:33:43",4,577,"CLIFTON MALCOLM",2,"Woodridge, Australia",513,"LEATHERNECKS DWARFS",16,Travel,15466,"2005-07-12 04:39:43",2.99
6535,"2005-07-12 04:43:43","2005-07-17 04:52:43",5,446,"THEODORE CULP",2,"Woodridge, Australia",417,"HILLS NEIGHBORS",1,Action,12039,"2005-07-12 04:43:43",0.99
6536,"2005-07-12 04:44:25","2005-07-18 01:52:25",6,289,"VIOLET RODRIQUEZ",2,"Woodridge, Australia",771,"SCORPION APOLLO",7,Drama,7827,"2005-07-12 04:44:25",7.99
6537,"2005-07-12 04:46:30","2005-07-19 03:04:30",7,207,"GERTRUDE CASTILLO",2,"Woodridge, Australia",741,"ROMAN PUNK",12,Music,5613,"2005-07-12 04:46:30",0.99
6538,"2005-07-12 04:50:26","2005-07-20 23:44:26",8,529,"ERIK GUILLEN",1,"Lethbridge, Canada",433,"HORN WORKING",2,Animation,14239,"2005-07-12 04:50:26",6.99
6539,"2005-07-12 04:50:49","2005-07-19 03:23:49",7,259,"LENA JENSEN",2,"Woodridge, Australia",491,"JUMPING WRATH",3,Children,6990,"2005-07-12 04:50:49",3.99
6540,"2005-07-12 04:51:13","2005-07-21 03:38:13",9,156,"BERTHA FERGUSON",1,"Lethbridge, Canada",207,"DANGEROUS UPTOWN",9,Foreign,4246,"2005-07-12 04:51:13",6.99
6541,"2005-07-12 04:53:41","2005-07-17 23:17:41",5,529,"ERIK GUILLEN",1,"Lethbridge, Canada",390,"GUYS FALCON",14,Sci-Fi,14240,"2005-07-12 04:53:41",5.99
6542,"2005-07-12 04:53:49","2005-07-13 01:48:49",1,359,"WILLIE MARKHAM",1,"Lethbridge, Canada",528,"LOLITA WORLD",8,Family,9693,"2005-07-12 04:53:49",2.99
6543,"2005-07-12 04:54:32","2005-07-15 09:50:32",3,264,"GWENDOLYN MAY",2,"Woodridge, Australia",562,"MASKED BUBBLE",12,Music,7137,"2005-07-12 04:54:32",0.99
6544,"2005-07-12 04:56:15","2005-07-17 08:28:15",5,97,"ANNIE RUSSELL",2,"Woodridge, Australia",270,"EARTH VISION",13,New,2630,"2005-07-12 04:56:15",0.99
6545,"2005-07-12 04:56:30","2005-07-20 05:41:30",8,376,"RANDY GAITHER",1,"Lethbridge, Canada",972,"WHISPERER GIANT",14,Sci-Fi,10186,"2005-07-12 04:56:30",8.99
6546,"2005-07-12 04:57:17","2005-07-17 09:29:17",5,105,"DAWN SULLIVAN",2,"Woodridge, Australia",86,"BOOGIE AMELIE",12,Music,2835,"2005-07-12 04:57:17",4.99
6547,"2005-07-12 04:57:46","2005-07-18 08:36:46",6,262,"PATSY DAVIDSON",1,"Lethbridge, Canada",583,"MISSION ZOOLANDER",2,Animation,7080,"2005-07-12 04:57:46",7.99
6548,"2005-07-12 05:00:46","2005-07-19 04:40:46",7,488,"SHANE MILLARD",1,"Lethbridge, Canada",544,"MADISON TRAP",6,Documentary,13171,"2005-07-12 05:00:46",5.99
6549,"2005-07-12 05:02:01","2005-07-20 06:19:01",8,493,"BRENT HARKINS",1,"Lethbridge, Canada",590,"MONEY HAROLD",13,New,13283,"2005-07-12 05:02:01",7.99
6550,"2005-07-12 05:03:14","2005-07-19 04:06:14",7,112,"ROSA REYNOLDS",2,"Woodridge, Australia",471,"ISLAND EXORCIST",4,Classics,3007,"2005-07-12 05:03:14",2.99
6551,"2005-07-12 05:03:43","2005-07-13 10:44:43",1,567,"ALFREDO MCADAMS",2,"Woodridge, Australia",63,"BEDAZZLED MARRIED",8,Family,15196,"2005-07-12 05:03:43",0.99
6552,"2005-07-12 05:05:06","2005-07-13 05:12:06",1,493,"BRENT HARKINS",1,"Lethbridge, Canada",167,"COMA HEAD",16,Travel,13284,"2005-07-12 05:05:06",4.99
6553,"2005-07-12 05:06:39","2005-07-21 10:37:39",9,265,"JENNIE TERRY",1,"Lethbridge, Canada",252,"DREAM PICKUP",1,Action,7164,"2005-07-12 05:06:39",5.99
6554,"2005-07-12 05:07:26","2005-07-21 06:06:26",9,178,"MARION SNYDER",2,"Woodridge, Australia",601,"MOULIN WAKE",16,Travel,4837,"2005-07-12 05:07:26",5.99
6555,"2005-07-12 05:08:16","2005-07-14 04:09:16",2,188,"MELANIE ARMSTRONG",1,"Lethbridge, Canada",284,"ENEMY ODDS",12,Music,5110,"2005-07-12 05:08:16",4.99
6556,"2005-07-12 05:10:16","2005-07-13 04:16:16",1,570,"IVAN CROMWELL",2,"Woodridge, Australia",851,"STRAIGHT HOURS",15,Sports,15275,"2005-07-12 05:10:16",0.99
6557,"2005-07-12 05:12:03","2005-07-20 06:49:03",8,116,"VICTORIA GIBSON",2,"Woodridge, Australia",315,"FINDING ANACONDA",8,Family,3133,"2005-07-12 05:12:03",4.99
6558,"2005-07-12 05:16:07","2005-07-13 05:32:07",1,164,"JOANN GARDNER",2,"Woodridge, Australia",474,"JADE BUNCH",15,Sports,4458,"2005-07-12 05:16:07",2.99
6559,"2005-07-12 05:20:35","2005-07-16 08:44:35",4,353,"JONATHAN SCARBOROUGH",1,"Lethbridge, Canada",101,"BROTHERHOOD BLANKET",6,Documentary,9538,"2005-07-12 05:20:35",1.99
6560,"2005-07-12 05:22:06","2005-07-15 00:04:06",3,54,"TERESA ROGERS",1,"Lethbridge, Canada",96,"BREAKING HOME",13,New,1496,"2005-07-12 05:22:06",2.99
6561,"2005-07-12 05:24:02","2005-07-16 03:43:02",4,528,"CLAUDE HERZOG",2,"Woodridge, Australia",998,"ZHIVAGO CORE",11,Horror,14217,"2005-07-12 05:24:02",0.99
6562,"2005-07-12 05:26:26","2005-07-16 05:10:26",4,27,"SHIRLEY ALLEN",1,"Lethbridge, Canada",865,"SUNRISE LEAGUE",2,Animation,733,"2005-07-12 05:26:26",5.99
6563,"2005-07-12 05:34:09","2005-07-21 07:37:09",9,438,"BARRY LOVELACE",1,"Lethbridge, Canada",18,"ALTER VICTORY",2,Animation,11811,"2005-07-12 05:34:09",3.99
6564,"2005-07-12 05:34:44","2005-07-18 06:12:44",6,210,"ELLA OLIVER",1,"Lethbridge, Canada",504,"KWAI HOMEWARD",7,Drama,5703,"2005-07-12 05:34:44",1.99
6565,"2005-07-12 05:39:50","2005-07-13 01:07:50",1,35,"VIRGINIA GREEN",1,"Lethbridge, Canada",603,"MOVIE SHAKESPEARE",8,Family,969,"2005-07-12 05:39:50",4.99
6566,"2005-07-12 05:42:53","2005-07-19 01:23:53",7,178,"MARION SNYDER",2,"Woodridge, Australia",396,"HANGING DEEP",7,Drama,4838,"2005-07-12 05:42:53",6.99
6567,"2005-07-12 05:43:09","2005-07-19 08:18:09",7,198,"ELSIE KELLEY",1,"Lethbridge, Canada",295,"EXPENDABLE STALLION",6,Documentary,5366,"2005-07-12 05:43:09",4.99
6568,"2005-07-12 05:45:47","2005-07-15 05:18:47",3,13,"KAREN JACKSON",2,"Woodridge, Australia",914,"TROUBLE DATE",16,Travel,337,"2005-07-12 05:45:47",2.99
6569,"2005-07-12 05:47:40","2005-07-20 06:23:40",8,183,"IDA ANDREWS",1,"Lethbridge, Canada",166,"COLOR PHILADELPHIA",4,Classics,4985,"2005-07-12 05:47:40",4.99
6570,"2005-07-12 05:50:31","2005-07-13 09:58:31",1,217,"AGNES BISHOP",2,"Woodridge, Australia",451,"IGBY MAKER",16,Travel,5888,"2005-07-12 05:50:31",4.99
6571,"2005-07-12 05:51:47","2005-07-15 11:31:47",3,140,"EVA RAMOS",1,"Lethbridge, Canada",810,"SLUMS DUCK",8,Family,3787,"2005-07-12 05:51:47",0.99
6572,"2005-07-12 05:56:38","2005-07-16 10:41:38",4,35,"VIRGINIA GREEN",1,"Lethbridge, Canada",686,"PLUTO OLEANDER",13,New,970,"2005-07-12 05:56:38",4.99
6573,"2005-07-12 06:03:40","2005-07-13 11:49:40",1,239,"MINNIE ROMERO",1,"Lethbridge, Canada",728,"REUNION WITCHES",7,Drama,6456,"2005-07-12 06:03:40",0.99
6574,"2005-07-12 06:04:22","2005-07-18 03:19:22",6,115,"WENDY HARRISON",1,"Lethbridge, Canada",135,"CHANCE RESURRECTION",15,Sports,3104,"2005-07-12 06:04:22",5.99
6575,"2005-07-12 06:12:53","2005-07-18 07:55:53",6,598,"WADE DELVALLE",2,"Woodridge, Australia",309,"FEUD FROGMEN",8,Family,16017,"2005-07-12 06:12:53",0.99
6576,"2005-07-12 06:13:41","2005-07-16 03:22:41",4,362,"NICHOLAS BARFIELD",2,"Woodridge, Australia",75,"BIRD INDEPENDENCE",16,Travel,9785,"2005-07-12 06:13:41",4.99
6577,"2005-07-12 06:15:05","2005-07-15 06:23:05",3,439,"ALEXANDER FENNELL",1,"Lethbridge, Canada",912,"TROJAN TOMORROW",14,Sci-Fi,11843,"2005-07-12 06:15:05",2.99
6578,"2005-07-12 06:15:41","2005-07-15 10:43:41",3,229,"TAMARA NGUYEN",1,"Lethbridge, Canada",501,"KISSING DOLLS",1,Action,6171,"2005-07-12 06:15:41",4.99
6580,"2005-07-12 06:26:10","2005-07-13 06:44:10",1,31,"BRENDA WRIGHT",2,"Woodridge, Australia",338,"FRISCO FORREST",14,Sci-Fi,868,"2005-07-12 06:26:10",4.99
6581,"2005-07-12 06:26:49","2005-07-14 05:07:49",2,468,"TIM CARY",1,"Lethbridge, Canada",460,"INNOCENT USUAL",9,Foreign,12628,"2005-07-12 06:26:49",4.99
6582,"2005-07-12 06:28:12","2005-07-19 06:19:12",7,420,"JACOB LANCE",2,"Woodridge, Australia",450,"IDOLS SNATCHERS",3,Children,11360,"2005-07-12 06:28:12",4.99
6583,"2005-07-12 06:42:31","2005-07-15 07:51:31",3,462,"WARREN SHERROD",1,"Lethbridge, Canada",510,"LAWLESS VISION",2,Animation,12475,"2005-07-12 06:42:31",4.99
6584,"2005-07-12 06:43:36","2005-07-16 12:18:36",4,472,"GREG ROBINS",1,"Lethbridge, Canada",391,"HALF OUTFIELD",8,Family,12765,"2005-07-12 06:43:36",2.99
6585,"2005-07-12 06:50:52","2005-07-21 06:51:52",9,136,"ANITA MORALES",1,"Lethbridge, Canada",448,"IDAHO LOVE",13,New,3671,"2005-07-12 06:50:52",8.99
6586,"2005-07-12 06:56:24","2005-07-17 09:36:24",5,93,"PHYLLIS FOSTER",1,"Lethbridge, Canada",845,"STEPMOM DREAM",9,Foreign,2540,"2005-07-12 06:56:24",4.99
6587,"2005-07-12 06:56:26","2005-07-20 05:53:26",8,419,"CHAD CARBONE",1,"Lethbridge, Canada",54,"BANGER PINOCCHIO",12,Music,11335,"2005-07-12 06:56:26",3.99
6588,"2005-07-12 06:57:40","2005-07-16 04:27:40",4,420,"JACOB LANCE",1,"Lethbridge, Canada",278,"ELF MURDER",12,Music,11361,"2005-07-12 06:57:40",4.99
6589,"2005-07-12 07:06:29","2005-07-14 12:06:29",2,424,"KYLE SPURLOCK",2,"Woodridge, Australia",349,"GANGS PRIDE",2,Animation,11460,"2005-07-12 07:06:29",2.99
6590,"2005-07-12 07:08:21","2005-07-18 06:16:21",6,442,"LEROY BUSTAMANTE",1,"Lethbridge, Canada",238,"DOCTOR GRAIL",3,Children,11928,"2005-07-12 07:08:21",4.99
6591,"2005-07-12 07:13:46","2005-07-16 05:15:46",4,509,"RAUL FORTIER",2,"Woodridge, Australia",624,"NIGHTMARE CHILL",10,Games,13719,"2005-07-12 07:13:46",5.99
